"Gene","VIF","CV","dominant_status","max_propagation","max_amplification","SYMBOL","pathway_noise_status"
"23270",1.50665736812477,0.118834312555206,"UNCLASSIFIED",NA,NA,"TSPYL4","UNCLASSIFIED"
"23271",2.55466051454552,0.0844420089834619,"UNCLASSIFIED",NA,NA,"CAMSAP2","UNCLASSIFIED"
"23272",2.94705492290053,0.0559978786489481,"UNCLASSIFIED",NA,NA,"TASOR","UNCLASSIFIED"
"23274",2.26554558905626,0.066772100207334,"UNCLASSIFIED",NA,NA,"CLEC16A","UNCLASSIFIED"
"23275",2.17146923302325,0.07034692840583,"HIGH_CV_LOW_VIF",0.161598239616946,0,"POFUT2","HIGH_CV_LOW_VIF"
"23276",1.96996427266527,0.0591314545584554,"UNCLASSIFIED",NA,NA,"KLHL18","UNCLASSIFIED"
"23277",1.85265757200567,0.0501354652850368,"UNCLASSIFIED",NA,NA,"CLUH","UNCLASSIFIED"
"23279",3.13141977675014,0.0651928778739806,"STABLE",NA,-0.769230769230769,"NUP160","STABLE"
"2328",2.46371498704986,0.180594183683687,"HIGH_CV_LOW_VIF",0.188909687832525,0.289855072463768,"FMO3","HIGH_CV_LOW_VIF"
"23281",1.62975831119084,0.947870013228831,"UNCLASSIFIED",NA,NA,"MTUS2","UNCLASSIFIED"
"23283",1.94538801464538,0.0617464077348956,"STABLE",NA,-0.657894736842105,"CSTF2T","STABLE"
"23284",1.73013198858307,0.421016233360061,"UNCLASSIFIED",NA,NA,"ADGRL3","UNCLASSIFIED"
"23286",2.5023114288725,0.111825767181893,"UNCLASSIFIED",NA,NA,"WWC1","UNCLASSIFIED"
"23287",2.05873880291678,0.0943675297040739,"UNCLASSIFIED",NA,NA,"AGTPBP1","UNCLASSIFIED"
"23288",2.19088313603439,0.101049801988201,"UNCLASSIFIED",NA,NA,"IQCE","UNCLASSIFIED"
"2329",2.4996090896313,0.160663773545902,"HIGH_CV_LOW_VIF",0.188909687832525,0.289855072463768,"FMO4","HIGH_CV_LOW_VIF"
"23291",2.98327358928916,0.0537131339286843,"STABLE",0.571492400747943,0.288461538461538,"FBXW11","STABLE"
"23293",1.80602524598218,0.056215968974141,"STABLE",NA,-0.657894736842105,"SMG6","STABLE"
"23294",1.96768974028317,0.0714068799677202,"UNCLASSIFIED",NA,NA,"ANKS1A","UNCLASSIFIED"
"23295",1.63866756826235,0.0529237612188949,"STABLE",NA,-0.691729323308271,"MGRN1","STABLE"
"23299",2.14965905888995,0.0569399422538341,"UNCLASSIFIED",NA,NA,"BICD2","UNCLASSIFIED"
"2330",1.8401705439351,0.133245053375299,"HIGH_CV_LOW_VIF",0.188909687832525,0.289855072463768,"FMO5","HIGH_CV_LOW_VIF"
"23300",2.08616137843634,0.0475093679522859,"UNCLASSIFIED",NA,NA,"ATMIN","UNCLASSIFIED"
"23301",2.37951412701964,0.0738618630306632,"UNCLASSIFIED",NA,NA,"EHBP1","UNCLASSIFIED"
"23302",1.72668855405019,0.266628014475484,"UNCLASSIFIED",NA,NA,"WSCD1","UNCLASSIFIED"
"23303",2.03337467706511,0.0747329830328913,"UNCLASSIFIED",NA,NA,"KIF13B","UNCLASSIFIED"
"23304",2.92123406246935,0.0710686683038626,"UNCLASSIFIED",NA,NA,"UBR2","UNCLASSIFIED"
"23305",1.46046838609214,0.389750172313894,"MODERATE",NA,-0.0161290322580645,"ACSL6","MODERATE"
"23306",2.54571257733472,0.104856384073267,"UNCLASSIFIED",NA,NA,"NEMP1","UNCLASSIFIED"
"23307",2.67803120220583,0.0497021110555674,"UNCLASSIFIED",NA,NA,"FKBP15","UNCLASSIFIED"
"23308",1.57482420502049,0.0995742124841487,"NOISE_AMPLIFICATION",0.86364252578341,0.341463414634146,"ICOSLG","NOISE_AMPLIFICATION"
"23309",2.03474319990485,0.0571491970670398,"UNCLASSIFIED",NA,NA,"SIN3B","UNCLASSIFIED"
"2331",1.48667822928485,0.281150083786512,"UNCLASSIFIED",NA,NA,"FMOD","UNCLASSIFIED"
"23310",2.84536911234985,0.101563403876541,"UNCLASSIFIED",NA,NA,"NCAPD3","UNCLASSIFIED"
"23312",2.4457370540068,0.0957683941316557,"UNCLASSIFIED",NA,NA,"DMXL2","UNCLASSIFIED"
"23313",2.12332617456038,0.0730476104313436,"UNCLASSIFIED",NA,NA,"KIAA0930","UNCLASSIFIED"
"23314",1.74139526473717,0.137119255411427,"UNCLASSIFIED",NA,NA,"SATB2","UNCLASSIFIED"
"23315",1.55158840484712,0.0627618527580293,"UNCLASSIFIED",NA,NA,"SLC9A8","UNCLASSIFIED"
"23316",1.89665317197234,0.276874210463845,"UNCLASSIFIED",NA,NA,"CUX2","UNCLASSIFIED"
"23317",2.75617725522534,0.0586891912414935,"UNCLASSIFIED",NA,NA,"DNAJC13","UNCLASSIFIED"
"23318",2.52596124600295,0.113782547035656,"UNCLASSIFIED",NA,NA,"TUT4","UNCLASSIFIED"
"2332",1.57345477082071,0.0682200454277645,"UNCLASSIFIED",NA,NA,"FMR1","UNCLASSIFIED"
"23321",1.66165154977136,0.138530558298557,"UNCLASSIFIED",NA,NA,"TRIM2","UNCLASSIFIED"
"23322",2.25898907841575,0.185615357353292,"UNCLASSIFIED",NA,NA,"RPGRIP1L","UNCLASSIFIED"
"23324",1.75944149115634,0.0627796510605782,"STABLE",NA,-0.625,"MAN2B2","STABLE"
"23325",2.41265048485226,0.0598011588354508,"UNCLASSIFIED",NA,NA,"WASHC4","UNCLASSIFIED"
"23326",1.47482691537429,0.0583559328481154,"UNCLASSIFIED",NA,NA,"USP22","UNCLASSIFIED"
"23327",1.48737275584744,0.08851799017635,"STABLE",NA,-0.0285714285714286,"NEDD4L","STABLE"
"23328",3.9056265557519,0.10386166387458,"UNCLASSIFIED",NA,NA,"SASH1","UNCLASSIFIED"
"23331",1.41228432827902,0.0738339517368532,"UNCLASSIFIED",NA,NA,"TTC28","UNCLASSIFIED"
"23332",2.95880964026503,0.0552443164316882,"UNCLASSIFIED",NA,NA,"CLASP1","UNCLASSIFIED"
"23333",1.8767634174353,0.0815999471969044,"UNCLASSIFIED",NA,NA,"DPY19L1","UNCLASSIFIED"
"23334",1.69646600686167,0.0565053343182021,"UNCLASSIFIED",NA,NA,"SZT2","UNCLASSIFIED"
"23335",2.68902035947405,0.0741813460531015,"UNCLASSIFIED",NA,NA,"WDR7","UNCLASSIFIED"
"23336",1.97298882317256,0.152046348832885,"UNCLASSIFIED",NA,NA,"SYNM","UNCLASSIFIED"
"23338",1.68610333428103,0.0854544192784695,"UNCLASSIFIED",NA,NA,"JADE2","UNCLASSIFIED"
"23339",2.40260242650878,0.0434423025266886,"UNCLASSIFIED",NA,NA,"VPS39","UNCLASSIFIED"
"2334",1.10103138301489,0.983902153314205,"UNCLASSIFIED",NA,NA,"AFF2","UNCLASSIFIED"
"23341",1.87277586657673,0.0617151335030703,"UNCLASSIFIED",NA,NA,"DNAJC16","UNCLASSIFIED"
"23344",1.62216384086363,0.0464579933519819,"UNCLASSIFIED",NA,NA,"ESYT1","UNCLASSIFIED"
"23345",2.40807988243821,0.121291600441671,"UNCLASSIFIED",NA,NA,"SYNE1","UNCLASSIFIED"
"23347",2.68389681644515,0.0798688543052772,"UNCLASSIFIED",NA,NA,"SMCHD1","UNCLASSIFIED"
"23348",2.53776643891514,0.104385088077018,"UNCLASSIFIED",NA,NA,"DOCK9","UNCLASSIFIED"
"23349",1.239246212867,0.672693358354286,"UNCLASSIFIED",NA,NA,"PHF24","UNCLASSIFIED"
"2335",1.52645994666394,0.0521100681668484,"MODERATE",0.748777924942639,0.172839506172839,"FN1","MODERATE"
"23350",3.32286026641965,0.0578379262308956,"STABLE",NA,-0.921259842519685,"U2SURP","STABLE"
"23351",2.01457289931189,0.0759583354955801,"UNCLASSIFIED",NA,NA,"KHNYN","UNCLASSIFIED"
"23352",1.77641451070352,0.0457729973996614,"UNCLASSIFIED",NA,NA,"UBR4","UNCLASSIFIED"
"23353",2.78396627463819,0.060049993551292,"UNCLASSIFIED",NA,NA,"SUN1","UNCLASSIFIED"
"23354",2.57726525942699,0.0819378686873858,"UNCLASSIFIED",NA,NA,"HAUS5","UNCLASSIFIED"
"23355",2.24774174280571,0.0527439363839799,"UNCLASSIFIED",NA,NA,"VPS8","UNCLASSIFIED"
"23357",1.72471528038113,0.0903123287376615,"UNCLASSIFIED",NA,NA,"ANGEL1","UNCLASSIFIED"
"23358",2.60309447975565,0.0467624517901241,"UNCLASSIFIED",NA,NA,"USP24","UNCLASSIFIED"
"23359",2.84398457811132,0.854788946027932,"UNCLASSIFIED",NA,NA,"ENTREP2","UNCLASSIFIED"
"23360",3.40007669679828,0.0652576571818672,"UNCLASSIFIED",NA,NA,"FNBP4","UNCLASSIFIED"
"23361",1.83864322553366,0.0802816689105309,"UNCLASSIFIED",NA,NA,"ZNF629","UNCLASSIFIED"
"23362",2.07050375712609,0.144289155564489,"STABLE",NA,-0.409326424870466,"PSD3","STABLE"
"23363",1.55577534079498,0.199650885838688,"UNCLASSIFIED",NA,NA,"OBSL1","UNCLASSIFIED"
"23365",3.27360639756333,0.0634865079272737,"MODERATE",0.582490972296419,-0.0593220338983051,"ARHGEF12","MODERATE"
"23366",1.74232440929602,0.187670594845377,"UNCLASSIFIED",NA,NA,"MATCAP2","UNCLASSIFIED"
"23367",3.1231170101486,0.0451518364214634,"UNCLASSIFIED",NA,NA,"LARP1","UNCLASSIFIED"
"23368",1.68354225509796,0.0654685412292545,"UNCLASSIFIED",NA,NA,"PPP1R13B","UNCLASSIFIED"
"23369",3.27640914690606,0.0368188371011999,"UNCLASSIFIED",NA,NA,"PUM2","UNCLASSIFIED"
"23370",1.93014191245475,0.0616492000644642,"UNCLASSIFIED",NA,NA,"ARHGEF18","UNCLASSIFIED"
"23371",1.92338726073311,0.0772391259501335,"UNCLASSIFIED",NA,NA,"TNS2","UNCLASSIFIED"
"23373",1.80808222291962,0.0779383997376296,"UNCLASSIFIED",NA,NA,"CRTC1","UNCLASSIFIED"
"23376",2.20161989842762,0.0764590956446672,"UNCLASSIFIED",NA,NA,"UFL1","UNCLASSIFIED"
"23378",2.68759098811238,0.0533952418690967,"UNCLASSIFIED",NA,NA,"RRP8","UNCLASSIFIED"
"23379",2.79862307639558,0.0665104475235338,"UNCLASSIFIED",NA,NA,"ICE1","UNCLASSIFIED"
"23380",2.23030425915093,0.0911060382741829,"MODERATE",NA,-0.0593220338983051,"SRGAP2","MODERATE"
"23381",2.7722570049601,0.068441116484041,"STABLE",NA,-0.657894736842105,"SMG5","STABLE"
"23382",1.84027532627289,0.083630809179202,"MODERATE",NA,-0.253333333333333,"AHCYL2","MODERATE"
"23383",2.37807912669705,0.0544843433281835,"UNCLASSIFIED",NA,NA,"MAU2","UNCLASSIFIED"
"23384",1.74159394594665,0.0540177963015225,"UNCLASSIFIED",NA,NA,"SPECC1L","UNCLASSIFIED"
"23385",2.58527177932248,0.0520718280865619,"STABLE",NA,-0.377777777777778,"NCSTN","STABLE"
"23386",1.81880513628072,0.0376952572620457,"UNCLASSIFIED",NA,NA,"NUDCD3","UNCLASSIFIED"
"23387",1.7057386479376,0.0625195103251792,"UNCLASSIFIED",NA,NA,"SIK3","UNCLASSIFIED"
"23389",3.08048682863749,0.0829372339066388,"UNCLASSIFIED",NA,NA,"MED13L","UNCLASSIFIED"
"2339",1.75925133767845,0.0649220910526903,"UNCLASSIFIED",NA,NA,"FNTA","UNCLASSIFIED"
"23390",4.29231539077065,0.0728559509196948,"UNCLASSIFIED",NA,NA,"ZDHHC17","UNCLASSIFIED"
"23392",2.68905321635813,0.0375181748103456,"UNCLASSIFIED",NA,NA,"ECPAS","UNCLASSIFIED"
"23394",4.52606127301315,0.0730502187742687,"UNCLASSIFIED",NA,NA,"ADNP","UNCLASSIFIED"
"23395",1.90031477028255,0.0680154771908045,"STABLE",NA,-0.8,"LARS2","STABLE"
"23396",2.61335731841341,0.0699782456608811,"MODERATE",0.562375040707351,-0.145077720207254,"PIP5K1C","MODERATE"
"23397",4.71403274001887,0.278703608491493,"UNCLASSIFIED",NA,NA,"NCAPH","UNCLASSIFIED"
"23398",2.55850857776091,0.0550345010874963,"UNCLASSIFIED",NA,NA,"PPWD1","UNCLASSIFIED"
"23399",2.79032378003301,0.0565414809272981,"UNCLASSIFIED",NA,NA,"CTDNEP1","UNCLASSIFIED"
"23400",2.8628731275866,0.0994389919753073,"UNCLASSIFIED",NA,NA,"ATP13A2","UNCLASSIFIED"
"23401",1.64739314383457,0.0864220900042254,"NOISY",0.571492400747943,-0.135714285714286,"FRAT2","NOISY"
"23403",1.84439380886517,0.0804730610685277,"UNCLASSIFIED",NA,NA,"FBXO46","UNCLASSIFIED"
"23404",2.45892847885491,0.0616940162143395,"STABLE",NA,-0.676470588235294,"EXOSC2","STABLE"
"23405",3.2963486242729,0.0760900910819444,"UNCLASSIFIED",NA,NA,"DICER1","UNCLASSIFIED"
"23406",4.44500870674072,0.128011326253923,"UNCLASSIFIED",NA,NA,"COTL1","UNCLASSIFIED"
"23408",2.11883309227536,0.069490462449246,"UNCLASSIFIED",NA,NA,"SIRT5","UNCLASSIFIED"
"23409",1.75375970199587,0.131376288163312,"UNCLASSIFIED",NA,NA,"SIRT4","UNCLASSIFIED"
"23410",3.28974468987046,0.0489778853775178,"UNCLASSIFIED",NA,NA,"SIRT3","UNCLASSIFIED"
"23411",2.61851373764285,0.101932427780536,"UNCLASSIFIED",NA,NA,"SIRT1","UNCLASSIFIED"
"23412",2.87318208221337,0.0467727064309175,"UNCLASSIFIED",NA,NA,"COMMD3","UNCLASSIFIED"
"23413",2.25416884918165,0.217567160427512,"UNCLASSIFIED",NA,NA,"NCS1","UNCLASSIFIED"
"23414",3.35134440239002,0.32727239678412,"UNCLASSIFIED",NA,NA,"ZFPM2","UNCLASSIFIED"
"23415",1.22981282432406,0.713246844081662,"UNCLASSIFIED",NA,NA,"KCNH4","UNCLASSIFIED"
"23416",3.02507184780507,0.713087539215734,"UNCLASSIFIED",NA,NA,"KCNH3","UNCLASSIFIED"
"23417",3.25517088599503,0.1076021424382,"MODERATE",NA,-0.238095238095238,"MLYCD","MODERATE"
"23418",1.0826570360704,1.05632423011382,"UNCLASSIFIED",NA,NA,"CRB1","UNCLASSIFIED"
"2342",2.08557418757511,0.0516096763846546,"UNCLASSIFIED",NA,NA,"FNTB","UNCLASSIFIED"
"23420",1.65314942066929,0.0479339878114256,"UNCLASSIFIED",NA,NA,"NOMO1","UNCLASSIFIED"
"23421",2.17393941844266,0.117491323781201,"UNCLASSIFIED",NA,NA,"ITGB3BP","UNCLASSIFIED"
"23423",1.70226692342812,0.217639962562019,"UNCLASSIFIED",NA,NA,"TMED3","UNCLASSIFIED"
"23424",1.63546945740233,0.0701448956301634,"UNCLASSIFIED",NA,NA,"TDRD7","UNCLASSIFIED"
"23426",2.18095217242884,0.827836733416522,"UNCLASSIFIED",NA,NA,"GRIP1","UNCLASSIFIED"
"23428",3.20083610152536,0.207181429600605,"NOISE_AMPLIFICATION",0.979196309722505,0.367647058823529,"SLC7A8","NOISE_AMPLIFICATION"
"23429",2.06223129728224,0.0582100633459295,"UNCLASSIFIED",NA,NA,"RYBP","UNCLASSIFIED"
"23430",1.17757018344888,1.21074563429184,"UNCLASSIFIED",NA,NA,"TPSD1","UNCLASSIFIED"
"23431",2.05982725230304,0.066925881437687,"STABLE",NA,-0.563025210084034,"AP4E1","STABLE"
"23432",3.14391590436341,0.305838006286044,"UNCLASSIFIED",NA,NA,"GPR161","UNCLASSIFIED"
"23433",2.60398076772346,0.0890657771258745,"STABLE",NA,-0.356589147286822,"RHOQ","STABLE"
"23435",1.4586606383842,0.0214595358839812,"UNCLASSIFIED",NA,NA,"TARDBP","UNCLASSIFIED"
"23438",2.15190034312574,0.0513487866430006,"STABLE",NA,-0.902439024390244,"HARS2","STABLE"
"23443",2.06773403672424,0.100119521947997,"UNCLASSIFIED",NA,NA,"SLC35A3","UNCLASSIFIED"
"23446",1.50115853822459,0.0630983647856795,"UNCLASSIFIED",NA,NA,"SLC44A1","UNCLASSIFIED"
"23450",2.00090552133679,0.0431217978094253,"STABLE",NA,-0.921259842519685,"SF3B3","STABLE"
"23451",3.71243185252095,0.0403936461366168,"STABLE",NA,-0.921259842519685,"SF3B1","STABLE"
"23452",3.57099112217803,0.142229601495807,"UNCLASSIFIED",NA,NA,"ANGPTL2","UNCLASSIFIED"
"23456",2.3360662620964,0.0683529669560612,"NOISY",0.720412874779587,0.119047619047619,"ABCB10","NOISY"
"23457",1.72663758296264,0.196436098149787,"NOISY",0.720412874779587,0.119047619047619,"ABCB9","NOISY"
"2346",1.75210970345362,0.2145428444853,"MODERATE",NA,0.05,"FOLH1","MODERATE"
"23460",2.19987413664271,0.191320022490713,"NOISY",0.720412874779587,0.119047619047619,"ABCA6","NOISY"
"23461",1.52580649472445,0.0885939209688644,"NOISY",0.720412874779587,0.119047619047619,"ABCA5","NOISY"
"23462",1.89153137107127,0.154961380165271,"UNCLASSIFIED",NA,NA,"HEY1","UNCLASSIFIED"
"23463",1.72501517128989,0.0494298098123081,"UNCLASSIFIED",NA,NA,"ICMT","UNCLASSIFIED"
"23464",1.37611927076012,0.135310207793694,"MODERATE",NA,-0.03125,"GCAT","MODERATE"
"23466",2.0248186664808,0.241555141257184,"UNCLASSIFIED",NA,NA,"CBX6","UNCLASSIFIED"
"23467",1.23059122456001,0.399440372050092,"UNCLASSIFIED",NA,NA,"NPTXR","UNCLASSIFIED"
"23468",2.40288588093883,0.0760347907620328,"UNCLASSIFIED",NA,NA,"CBX5","UNCLASSIFIED"
"23469",2.05577375764815,0.0682181464725797,"UNCLASSIFIED",NA,NA,"PHF3","UNCLASSIFIED"
"23471",1.47490336665988,0.0510572036599819,"STABLE",NA,-0.726708074534162,"TRAM1","STABLE"
"23473",2.24624516676193,0.0532992147070342,"UNCLASSIFIED",NA,NA,"CAPN7","UNCLASSIFIED"
"23474",1.89437502803592,0.0853070911381297,"UNCLASSIFIED",NA,NA,"ETHE1","UNCLASSIFIED"
"23475",2.0515201199248,0.0888397595521324,"MODERATE",NA,0.0434782608695652,"QPRT","MODERATE"
"23476",1.50516880074874,0.0561638133680868,"UNCLASSIFIED",NA,NA,"BRD4","UNCLASSIFIED"
"23478",2.66503896546143,0.0406800794631379,"STABLE",NA,-0.869565217391304,"SEC11A","STABLE"
"23479",2.28361044137116,0.0439243188631504,"UNCLASSIFIED",NA,NA,"ISCU","UNCLASSIFIED"
"2348",1.77034890033764,0.893018948455361,"STABLE",NA,-0.409326424870466,"FOLR1","STABLE"
"23480",3.3787120969923,0.072269194232404,"STABLE",NA,-0.195804195804196,"SEC61G","STABLE"
"23481",4.24102459646376,0.0543369922865651,"UNCLASSIFIED",NA,NA,"PES1","UNCLASSIFIED"
"23483",1.68133702016887,0.113009693572997,"MODERATE",NA,-0.253333333333333,"TGDS","MODERATE"
"23484",1.61742063200153,0.070302519524968,"UNCLASSIFIED",NA,NA,"LEPROTL1","UNCLASSIFIED"
"23491",1.57182470029742,0.219717281584237,"UNCLASSIFIED",NA,NA,"CES3","UNCLASSIFIED"
"23492",1.507815743401,0.0838107092521724,"UNCLASSIFIED",NA,NA,"CBX7","UNCLASSIFIED"
"23493",1.89421661144691,0.185605858597727,"UNCLASSIFIED",NA,NA,"HEY2","UNCLASSIFIED"
"23495",6.2570962310575,0.88886647523012,"NOISE_AMPLIFICATION",1.13206052232031,0.376744186046512,"TNFRSF13B","NOISE_AMPLIFICATION"
"23498",2.15175622889935,0.125878002170063,"MODERATE",NA,-0.105263157894737,"HAAO","MODERATE"
"23499",3.36366299102082,0.0554134306415421,"UNCLASSIFIED",NA,NA,"MACF1","UNCLASSIFIED"
"2350",2.80766667837279,0.178118757870099,"STABLE",NA,-0.409326424870466,"FOLR2","STABLE"
"23500",1.79044716241446,0.188946790764481,"NOISY",0.571492400747943,-0.135714285714286,"DAAM2","NOISY"
"23503",1.95847930330418,0.0674637903876961,"UNCLASSIFIED",NA,NA,"ZFYVE26","UNCLASSIFIED"
"23505",2.16554438120286,0.0487959913176526,"UNCLASSIFIED",NA,NA,"TMEM131","UNCLASSIFIED"
"23506",2.41006195162167,0.0820322613342605,"UNCLASSIFIED",NA,NA,"BICRAL","UNCLASSIFIED"
"23507",1.92561956117205,0.171580489316475,"UNCLASSIFIED",NA,NA,"LRRC8B","UNCLASSIFIED"
"23508",1.79525228316715,0.223530213938228,"UNCLASSIFIED",NA,NA,"TTC9","UNCLASSIFIED"
"23509",2.04953719898089,0.0503854493574555,"HIGH_CV_LOW_VIF",0.161598239616946,0,"POFUT1","HIGH_CV_LOW_VIF"
"23510",1.66702829630862,0.0572017590567266,"UNCLASSIFIED",NA,NA,"KCTD2","UNCLASSIFIED"
"23511",5.68896796592986,0.0661010311728931,"STABLE",NA,-0.769230769230769,"NUP188","STABLE"
"23512",3.48903974340706,0.0657799647607758,"UNCLASSIFIED",NA,NA,"SUZ12","UNCLASSIFIED"
"23513",3.13504534989838,0.0785184338262033,"UNCLASSIFIED",NA,NA,"SCRIB","UNCLASSIFIED"
"23514",1.67676294012219,0.0697741629588053,"UNCLASSIFIED",NA,NA,"SPIDR","UNCLASSIFIED"
"23515",2.64603993329146,0.0858205905557271,"UNCLASSIFIED",NA,NA,"MORC3","UNCLASSIFIED"
"23516",2.41669524841736,0.0887730919770455,"UNCLASSIFIED",NA,NA,"SLC39A14","UNCLASSIFIED"
"23517",2.27496204748483,0.040927660490729,"STABLE",NA,-0.676470588235294,"MTREX","STABLE"
"23518",2.31967177527685,0.0647849772689513,"UNCLASSIFIED",NA,NA,"R3HDM1","UNCLASSIFIED"
"23520",1.20368929392561,0.571826903562948,"UNCLASSIFIED",NA,NA,"ANP32CP","UNCLASSIFIED"
"23521",5.788504454696,0.056769796060672,"STABLE",NA,-0.86046511627907,"RPL13A","STABLE"
"23522",3.73018558390146,0.0847115452371116,"UNCLASSIFIED",NA,NA,"KAT6B","UNCLASSIFIED"
"23523",2.05469971077403,0.0629912927171275,"UNCLASSIFIED",NA,NA,"CABIN1","UNCLASSIFIED"
"23524",2.47847583772399,0.0506764527052115,"UNCLASSIFIED",NA,NA,"SRRM2","UNCLASSIFIED"
"23526",1.55297623093132,0.101100221301418,"UNCLASSIFIED",NA,NA,"ARHGAP45","UNCLASSIFIED"
"23527",2.86496883462892,0.0681756736809048,"STABLE",NA,-0.409326424870466,"ACAP2","STABLE"
"23528",2.56996255413523,0.186587898740007,"UNCLASSIFIED",NA,NA,"ZNF281","UNCLASSIFIED"
"23529",1.73208232107429,0.228801166927769,"NOISE_AMPLIFICATION",0.979457412204187,0.376744186046512,"CLCF1","NOISE_AMPLIFICATION"
"2353",1.69154027729742,0.205732460253331,"MODERATE",0.728070578577998,0.0602409638554217,"FOS","MODERATE"
"23530",1.92619281973115,0.0897555061982391,"MODERATE",NA,0.0434782608695652,"NNT","MODERATE"
"23531",1.72784278067521,0.126160783825105,"UNCLASSIFIED",NA,NA,"MMD","UNCLASSIFIED"
"23532",1.37950295026536,1.24792452673223,"UNCLASSIFIED",NA,NA,"PRAME","UNCLASSIFIED"
"23533",8.30924939732067,0.189359134936708,"MODERATE",0.727216541777886,0.142857142857143,"PIK3R5","MODERATE"
"23534",2.74243410153748,0.100163084081927,"UNCLASSIFIED",NA,NA,"TNPO3","UNCLASSIFIED"
"23536",3.12987502467127,0.161863692779107,"UNCLASSIFIED",NA,NA,"ADAT1","UNCLASSIFIED"
"23539",1.03401214576168,0.59816750349245,"UNCLASSIFIED",NA,NA,"SLC16A8","UNCLASSIFIED"
"2354",1.7668397592406,0.325647732845182,"MODERATE",NA,-0.104,"FOSB","MODERATE"
"23541",2.20360184709839,0.165617313124616,"UNCLASSIFIED",NA,NA,"SEC14L2","UNCLASSIFIED"
"23542",1.451874079752,0.358351159623032,"MODERATE",NA,-0.127659574468085,"MAPK8IP2","MODERATE"
"23543",2.64135060438587,0.0639747661681848,"UNCLASSIFIED",NA,NA,"RBFOX2","UNCLASSIFIED"
"23544",2.56996205427674,1.4065001066923,"UNCLASSIFIED",NA,NA,"SEZ6L","UNCLASSIFIED"
"23545",2.14129680248154,0.0545671730069083,"MODERATE",0.728070578577998,0.0602409638554217,"ATP6V0A2","MODERATE"
"23546",1.38447472665158,0.79047553000389,"UNCLASSIFIED",NA,NA,"SYNGR4","UNCLASSIFIED"
"23547",1.99705167620658,0.643010512962132,"MODERATE",NA,-0.104,"LILRA4","MODERATE"
"23548",1.69546777640367,0.0670718445822828,"UNCLASSIFIED",NA,NA,"TTC33","UNCLASSIFIED"
"23549",2.004090150912,0.0414424312946223,"UNCLASSIFIED",NA,NA,"DNPEP","UNCLASSIFIED"
"2355",2.25652922651714,0.109707214492629,"MODERATE",NA,-0.104,"FOSL2","MODERATE"
"23550",2.06387359252049,0.0758743470710823,"STABLE",NA,-0.409326424870466,"PSD4","STABLE"
"23551",2.04772192734287,0.299865566121593,"UNCLASSIFIED",NA,NA,"RASD2","UNCLASSIFIED"
"23552",1.4266413245244,0.1386337155577,"UNCLASSIFIED",NA,NA,"CDK20","UNCLASSIFIED"
"23554",1.5627919418457,0.155278003972097,"UNCLASSIFIED",NA,NA,"TSPAN12","UNCLASSIFIED"
"23555",2.20470840779165,0.16750246763892,"UNCLASSIFIED",NA,NA,"TSPAN15","UNCLASSIFIED"
"23556",1.79437700011136,0.0674419361317346,"MODERATE",NA,-0.253333333333333,"PIGN","MODERATE"
"23557",2.31730950427675,0.0512952240394724,"UNCLASSIFIED",NA,NA,"SNAPIN","UNCLASSIFIED"
"23558",1.83939396690179,0.0445551996056321,"UNCLASSIFIED",NA,NA,"WBP2","UNCLASSIFIED"
"23559",2.19911606220907,0.0513203420797583,"UNCLASSIFIED",NA,NA,"WBP1","UNCLASSIFIED"
"2356",1.98646100022175,0.0629913551309943,"MODERATE",0.529980535209317,-0.222222222222222,"FPGS","MODERATE"
"23560",2.67663878991455,0.0572584446181229,"STABLE",NA,-0.873239436619718,"GTPBP4","STABLE"
"23562",1.8113107688401,0.181625394545921,"MODERATE",0.846174506810341,0.201612903225806,"CLDN14","MODERATE"
"23563",1.22103035848887,1.18422014734914,"UNCLASSIFIED",NA,NA,"CHST5","UNCLASSIFIED"
"23564",1.67290406955887,0.0881035605983453,"UNCLASSIFIED",NA,NA,"DDAH2","UNCLASSIFIED"
"23567",1.96736363882321,0.0671733640365161,"UNCLASSIFIED",NA,NA,"ZNF346","UNCLASSIFIED"
"23568",1.83479327816567,0.0533949945819398,"UNCLASSIFIED",NA,NA,"ARL2BP","UNCLASSIFIED"
"23569",1.20070559574639,1.01130309491829,"UNCLASSIFIED",NA,NA,"PADI4","UNCLASSIFIED"
"2357",4.18873703274039,0.362735541381942,"HIGH_CV_LOW_VIF",0.287511227617061,0.63855421686747,"FPR1","HIGH_CV_LOW_VIF"
"23576",1.75571270704633,0.09157022414351,"UNCLASSIFIED",NA,NA,"DDAH1","UNCLASSIFIED"
"2358",1.40509349557919,0.780516551555684,"HIGH_CV_LOW_VIF",0.287511227617061,0.63855421686747,"FPR2","HIGH_CV_LOW_VIF"
"23580",1.76151472202714,0.0573620155093553,"UNCLASSIFIED",NA,NA,"CDC42EP4","UNCLASSIFIED"
"23582",2.00476222634524,0.0540506962312128,"UNCLASSIFIED",NA,NA,"CCNDBP1","UNCLASSIFIED"
"23583",2.69349829985358,0.0566574335528736,"STABLE",NA,-0.606060606060606,"SMUG1","STABLE"
"23584",1.38951440741238,0.630446933294189,"UNCLASSIFIED",NA,NA,"VSIG2","UNCLASSIFIED"
"23585",2.23526993378081,0.0463276508595217,"UNCLASSIFIED",NA,NA,"TMEM50A","UNCLASSIFIED"
