"Gene","dominant_status","max_propagation","max_amplification","SYMBOL"
"2057","NOISE_AMPLIFICATION",1.07786670561507,0.376744186046512,"EPOR"
"2058","HIGH_CV_LOW_VIF",0.131132029081413,-0.15,"EPRS1"
"2060","STABLE",NA,-0.409326424870466,"EPS15"
"206358","NOISE_AMPLIFICATION",0.979196309722505,0.367647058823529,"SLC36A1"
"2064","MODERATE",0.826662707992322,0.27027027027027,"ERBB2"
"2065","MODERATE",0.826662707992322,0.27027027027027,"ERBB3"
"2067","STABLE",NA,-0.613636363636364,"ERCC1"
"2068","STABLE",NA,-0.613636363636364,"ERCC2"
"2069","MODERATE",NA,-0.238095238095238,"EREG"
"207","MODERATE",0.710774342363743,0.142857142857143,"AKT1"
"2071","STABLE",NA,-0.613636363636364,"ERCC3"
"2072","STABLE",NA,-0.613636363636364,"ERCC4"
"2073","STABLE",NA,-0.613636363636364,"ERCC5"
"2074","STABLE",NA,-0.613636363636364,"ERCC6"
"208","MODERATE",0.710774342363743,0.142857142857143,"AKT2"
"2081","STABLE",NA,-0.571428571428571,"ERN1"
"2091","STABLE",NA,-0.873239436619718,"FBL"
"21","NOISY",0.720412874779587,0.119047619047619,"ABCA3"
"210","HIGH_CV_LOW_VIF",0.131132029081413,-0.15,"ALAD"
"2107","STABLE",NA,-0.657894736842105,"ETF1"
"211","MODERATE",0.131132029081413,-0.03125,"ALAS1"
"2113","MODERATE",NA,-0.129449838187702,"ETS1"
"2114","UNCLASSIFIED",NA,NA,"ETS2"
"212","MODERATE",0.131132029081413,-0.03125,"ALAS2"
"2120","UNCLASSIFIED",NA,NA,"ETV6"
"2122","MODERATE",NA,-0.127659574468085,"MECOM"
"2131","MODERATE",0.705283651914812,-0.0869565217391304,"EXT1"
"2132","MODERATE",0.705283651914812,-0.0869565217391304,"EXT2"
"2134","MODERATE",0.705283651914812,-0.0869565217391304,"EXTL1"
"2135","MODERATE",0.705283651914812,-0.0869565217391304,"EXTL2"
"2137","MODERATE",0.705283651914812,-0.0869565217391304,"EXTL3"
"214","NOISY",0.846174506810341,0.201612903225806,"ALCAM"
"2147","MODERATE",0.287511227617061,0.63855421686747,"F2"
"2149","MODERATE",0.826662707992322,0.63855421686747,"F2R"
"215","NOISY",0.720412874779587,0.119047619047619,"ABCD1"
"2150","HIGH_CV_LOW_VIF",0.729586572713503,0.63855421686747,"F2RL1"
"2151","HIGH_CV_LOW_VIF",0.287511227617061,0.63855421686747,"F2RL2"
"2152","MODERATE",NA,-0.0147058823529412,"F3"
"2153","MODERATE",NA,-0.0147058823529412,"F5"
"2155","MODERATE",NA,-0.0147058823529412,"F7"
"2157","MODERATE",NA,-0.0147058823529412,"F8"
"2158","MODERATE",NA,-0.0147058823529412,"F9"
"2159","MODERATE",NA,-0.0147058823529412,"F10"
"216","HIGH_CV_LOW_VIF",0.200387646123545,0.310344827586207,"ALDH1A1"
"2160","MODERATE",NA,-0.0147058823529412,"F11"
"2161","MODERATE",NA,-0.0147058823529412,"F12"
"2162","MODERATE",NA,-0.0147058823529412,"F13A1"
"2165","MODERATE",NA,-0.0147058823529412,"F13B"
"2167","MODERATE",NA,-0.0161290322580645,"FABP4"
"2168","HIGH_CV_LOW_VIF",0.131150121128278,0.0606060606060606,"FABP1"
"217","MODERATE",0.537107915948592,0.291666666666667,"ALDH2"
"2170","MODERATE",NA,-0.0161290322580645,"FABP3"
"2171","MODERATE",NA,-0.0161290322580645,"FABP5"
"218","HIGH_CV_LOW_VIF",0.600379839921408,0.289855072463768,"ALDH3A1"
"2180","MODERATE",NA,-0.0161290322580645,"ACSL1"
"2181","MODERATE",NA,-0.0161290322580645,"ACSL3"
"2182","MODERATE",NA,-0.0161290322580645,"ACSL4"
"2184","MODERATE",0.600379839921408,-0.027027027027027,"FAH"
"2185","NOISY",0.826662707992322,0.27027027027027,"PTK2B"
"219","MODERATE",0.537107915948592,0.291666666666667,"ALDH1B1"
"2193","STABLE",NA,-0.902439024390244,"FARSA"
"2194","STABLE",NA,-0.253333333333333,"FASN"
"219699","MODERATE",NA,-0.0593220338983051,"UNC5B"
"2197","STABLE",NA,-0.86046511627907,"FAU"
"219931","NOISY",0.612253961049233,0.111111111111111,"TPCN2"
"219988","STABLE",NA,-0.676470588235294,"PATL1"
"22","NOISY",0.720412874779587,0.119047619047619,"ABCB7"
"220","HIGH_CV_LOW_VIF",0.600379839921408,0.289855072463768,"ALDH1A3"
"2203","STABLE",0.121326075242719,-0.183333333333333,"FBP1"
"2204","MODERATE",NA,0.192307692307692,"FCAR"
"2205","MODERATE",0.657994439329545,0.380952380952381,"FCER1A"
"2206","MODERATE",0.657994439329545,0.380952380952381,"MS4A2"
"2207","MODERATE",0.66451192755264,0.380952380952381,"FCER1G"
"2208","NOISE_AMPLIFICATION",1.07786670561507,0.337837837837838,"FCER2"
"2209","MODERATE",1.07786670561507,0.337837837837838,"FCGR1A"
"220988","STABLE",NA,-0.921259842519685,"HNRNPA3"
"221","HIGH_CV_LOW_VIF",0.600379839921408,0.289855072463768,"ALDH3B1"
"2212","MODERATE",0.843690218900224,0.317307692307692,"FCGR2A"
"221223","HIGH_CV_LOW_VIF",0.16008060805355,0.14,"CES5A"
"2213","MODERATE",0.843690218900224,0.317307692307692,"FCGR2B"
"2214","MODERATE",0.843690218900224,0.317307692307692,"FCGR3A"
"2215","MODERATE",0.843690218900224,0.317307692307692,"FCGR3B"
"222","HIGH_CV_LOW_VIF",0.600379839921408,0.289855072463768,"ALDH3B2"
"2222","MODERATE",NA,-0.157894736842105,"FDFT1"
"2224","MODERATE",NA,-0.253333333333333,"FDPS"
"223","MODERATE",0.537107915948592,0.291666666666667,"ALDH9A1"
"223117","MODERATE",NA,-0.0593220338983051,"SEMA3D"
"2235","HIGH_CV_LOW_VIF",0.131132029081413,-0.15,"FECH"
"2237","STABLE",NA,-0.333333333333333,"FEN1"
"224","MODERATE",0.537107915948592,0.291666666666667,"ALDH3A2"
"2241","STABLE",NA,-0.438356164383562,"FER"
"2242","MODERATE",NA,-0.0593220338983051,"FES"
"2243","MODERATE",NA,-0.0147058823529412,"FGA"
"2244","MODERATE",NA,-0.0147058823529412,"FGB"
"2245","MODERATE",NA,-0.182291666666667,"FGD1"
"2246","MODERATE",0.561297243210468,-0.0491803278688524,"FGF1"
"2247","MODERATE",0.561297243210468,-0.0491803278688524,"FGF2"
"225","NOISY",0.720412874779587,0.119047619047619,"ABCD2"
"2252","MODERATE",0.561297243210468,-0.0491803278688524,"FGF7"
"2254","MODERATE",0.561297243210468,-0.0491803278688524,"FGF9"
"2256","MODERATE",0.561297243210468,-0.0491803278688524,"FGF11"
"2257","MODERATE",0.561297243210468,-0.0491803278688524,"FGF12"
"2258","MODERATE",0.561297243210468,-0.0491803278688524,"FGF13"
"2259","MODERATE",0.561297243210468,-0.0491803278688524,"FGF14"
"226","STABLE",0.121326075242719,-0.183333333333333,"ALDOA"
"2260","MODERATE",0.561297243210468,-0.0491803278688524,"FGFR1"
"2261","MODERATE",NA,-0.127659574468085,"FGFR3"
"2263","MODERATE",NA,-0.127659574468085,"FGFR2"
"2264","MODERATE",NA,-0.127659574468085,"FGFR4"
"2266","MODERATE",NA,0.192307692307692,"FGG"
"2268","NOISY",0.703349554802048,-0.0169491525423729,"FGR"
"2271","MODERATE",NA,-0.129449838187702,"FH"
"2272","MODERATE",NA,-0.164705882352941,"FHIT"
"2274","MODERATE",NA,-0.104,"FHL2"
"2277","STABLE",0.979457412204187,0.376744186046512,"VEGFD"
"22794","STABLE",NA,-0.657894736842105,"CASC3"
"22798","MODERATE",0.748777924942639,0.172839506172839,"LAMB4"
"22800","MODERATE",NA,-0.127659574468085,"RRAS2"
"22801","NOISY",0.810321689457197,0.172839506172839,"ITGA11"
"22803","STABLE",NA,-0.676470588235294,"XRN2"
"22808","MODERATE",NA,-0.127659574468085,"MRAS"
"22824","STABLE",NA,-0.726708074534162,"HSPA4L"
"22827","STABLE",NA,-0.921259842519685,"PUF60"
"22841","STABLE",NA,-0.409326424870466,"RAB11FIP2"
"22845","MODERATE",NA,-0.253333333333333,"DOLK"
"22856","MODERATE",NA,-0.181818181818182,"CHSY1"
"22861","MODERATE",NA,-0.25,"NLRP1"
"22871","NOISY",0.846174506810341,0.201612903225806,"NLGN1"
"22872","STABLE",NA,-0.726708074534162,"SEC31A"
"22885","MODERATE",NA,-0.0593220338983051,"ABLIM3"
"22888","STABLE",NA,-0.691729323308271,"UBOX5"
"22894","STABLE",NA,-0.676470588235294,"DIS3"
"229","STABLE",0.121326075242719,-0.183333333333333,"ALDOB"
"22900","MODERATE",NA,-0.25,"CARD8"
"22901","STABLE",NA,-0.563025210084034,"ARSG"
"22905","STABLE",NA,-0.409326424870466,"EPN2"
"22914","NOISY",0.66451192755264,0.191489361702128,"KLRK1"
"22916","STABLE",NA,-0.657894736842105,"NCBP2"
"22925","MODERATE",NA,-0.195804195804196,"PLA2R1"
"22926","STABLE",NA,-0.571428571428571,"ATF6"
"22928","MODERATE",NA,-0.253333333333333,"SEPHS2"
"22929","MODERATE",NA,-0.253333333333333,"SEPHS1"
"22934","MODERATE",NA,-0.253333333333333,"RPIA"
"22938","STABLE",NA,-0.377777777777778,"SNW1"
"22943","NOISY",0.571492400747943,-0.135714285714286,"DKK1"
"22954","STABLE",NA,-0.691729323308271,"TRIM32"
"22978","MODERATE",NA,0.0434782608695652,"NT5C2"
"22985","STABLE",NA,-0.657894736842105,"ACIN1"
"22989","MODERATE",NA,-0.131147540983607,"MYH15"
"230","STABLE",0.121326075242719,-0.183333333333333,"ALDOC"
"23002","NOISY",0.571492400747943,-0.135714285714286,"DAAM1"
"23016","STABLE",NA,-0.676470588235294,"EXOSC7"
"23019","STABLE",NA,-0.676470588235294,"CNOT1"
"23020","STABLE",NA,-0.921259842519685,"SNRNP200"
"23049","STABLE",NA,-0.657894736842105,"SMG1"
"23052","STABLE",NA,-0.414634146341463,"ENDOD1"
"23057","MODERATE",NA,0.0434782608695652,"NMNAT2"
"23062","STABLE",NA,-0.563025210084034,"GGA2"
"23067","STABLE",NA,-0.409090909090909,"SETD1B"
"2308","STABLE",NA,-0.129449838187702,"FOXO1"
"2309","MODERATE",0.703349554802048,-0.0169491525423729,"FOXO3"
"23096","STABLE",NA,-0.409326424870466,"IQSEC2"
"231","MODERATE",0.182152908007661,0.2,"AKR1B1"
"23114","NOISY",0.846174506810341,0.201612903225806,"NFASC"
"23118","MODERATE",NA,-0.0735294117647059,"TAB2"
"23127","HIGH_CV_LOW_VIF",0.161598239616946,0,"COLGALT2"
"23136","MODERATE",NA,-0.21551724137931,"EPB41L3"
"2316","MODERATE",0.562375040707351,-0.127659574468085,"FLNA"
"23160","STABLE",NA,-0.873239436619718,"WDR43"
"23162","MODERATE",NA,-0.127659574468085,"MAPK8IP3"
"23163","STABLE",NA,-0.563025210084034,"GGA3"
"23165","STABLE",NA,-0.769230769230769,"NUP205"
"2317","MODERATE",0.562375040707351,-0.127659574468085,"FLNB"
"23171","MODERATE",NA,-0.194444444444444,"GPD1L"
"2318","MODERATE",0.562375040707351,-0.127659574468085,"FLNC"
"23186","STABLE",NA,-0.668639053254438,"RCOR1"
"2319","STABLE",NA,-0.356589147286822,"FLOT2"
"23191","MODERATE",NA,-0.182291666666667,"CYFIP1"
"23192","STABLE",NA,-0.65,"ATG4B"
"23193","STABLE",NA,-0.253333333333333,"GANAB"
"23195","STABLE",NA,-0.873239436619718,"MDN1"
"23198","STABLE",NA,-0.880952380952381,"PSME4"
"2321","NOISY",0.979457412204187,0.376744186046512,"FLT1"
"2322","NOISE_AMPLIFICATION",1.07786670561507,0.376744186046512,"FLT3"
"23220","STABLE",NA,-0.377777777777778,"DTX4"
"23221","STABLE",NA,-0.691729323308271,"RHOBTB2"
"23225","STABLE",NA,-0.769230769230769,"NUP210"
"2323","NOISE_AMPLIFICATION",1.07786670561507,0.376744186046512,"FLT3LG"
"23236","NOISY",0.826662707992322,0.303030303030303,"PLCB1"
"2324","NOISE_AMPLIFICATION",0.979457412204187,0.376744186046512,"FLT4"
"2326","HIGH_CV_LOW_VIF",0.188909687832525,0.289855072463768,"FMO1"
"23265","STABLE",NA,-0.356589147286822,"EXOC7"
"2327","HIGH_CV_LOW_VIF",0.188909687832525,0.289855072463768,"FMO2"
"23275","HIGH_CV_LOW_VIF",0.161598239616946,0,"POFUT2"
"23279","STABLE",NA,-0.769230769230769,"NUP160"
"2328","HIGH_CV_LOW_VIF",0.188909687832525,0.289855072463768,"FMO3"
"23283","STABLE",NA,-0.657894736842105,"CSTF2T"
"2329","HIGH_CV_LOW_VIF",0.188909687832525,0.289855072463768,"FMO4"
"23291","STABLE",0.571492400747943,0.288461538461538,"FBXW11"
"23293","STABLE",NA,-0.657894736842105,"SMG6"
"23295","STABLE",NA,-0.691729323308271,"MGRN1"
"2330","HIGH_CV_LOW_VIF",0.188909687832525,0.289855072463768,"FMO5"
"23305","MODERATE",NA,-0.0161290322580645,"ACSL6"
"23308","NOISE_AMPLIFICATION",0.86364252578341,0.341463414634146,"ICOSLG"
"23324","STABLE",NA,-0.625,"MAN2B2"
"23327","STABLE",NA,-0.0285714285714286,"NEDD4L"
"2335","MODERATE",0.748777924942639,0.172839506172839,"FN1"
"23350","STABLE",NA,-0.921259842519685,"U2SURP"
"23362","STABLE",NA,-0.409326424870466,"PSD3"
"23365","MODERATE",0.582490972296419,-0.0593220338983051,"ARHGEF12"
"23380","MODERATE",NA,-0.0593220338983051,"SRGAP2"
"23381","STABLE",NA,-0.657894736842105,"SMG5"
"23382","MODERATE",NA,-0.253333333333333,"AHCYL2"
"23385","STABLE",NA,-0.377777777777778,"NCSTN"
"23395","STABLE",NA,-0.8,"LARS2"
"23396","MODERATE",0.562375040707351,-0.145077720207254,"PIP5K1C"
"23401","NOISY",0.571492400747943,-0.135714285714286,"FRAT2"
"23404","STABLE",NA,-0.676470588235294,"EXOSC2"
"23417","MODERATE",NA,-0.238095238095238,"MLYCD"
"23428","NOISE_AMPLIFICATION",0.979196309722505,0.367647058823529,"SLC7A8"
"23431","STABLE",NA,-0.563025210084034,"AP4E1"
"23433","STABLE",NA,-0.356589147286822,"RHOQ"
"23438","STABLE",NA,-0.902439024390244,"HARS2"
"23450","STABLE",NA,-0.921259842519685,"SF3B3"
"23451","STABLE",NA,-0.921259842519685,"SF3B1"
"23456","NOISY",0.720412874779587,0.119047619047619,"ABCB10"
"23457","NOISY",0.720412874779587,0.119047619047619,"ABCB9"
"2346","MODERATE",NA,0.05,"FOLH1"
"23460","NOISY",0.720412874779587,0.119047619047619,"ABCA6"
"23461","NOISY",0.720412874779587,0.119047619047619,"ABCA5"
"23464","MODERATE",NA,-0.03125,"GCAT"
"23471","STABLE",NA,-0.726708074534162,"TRAM1"
"23475","MODERATE",NA,0.0434782608695652,"QPRT"
"23478","STABLE",NA,-0.869565217391304,"SEC11A"
"2348","STABLE",NA,-0.409326424870466,"FOLR1"
"23480","STABLE",NA,-0.195804195804196,"SEC61G"
"23483","MODERATE",NA,-0.253333333333333,"TGDS"
"23495","NOISE_AMPLIFICATION",1.13206052232031,0.376744186046512,"TNFRSF13B"
"23498","MODERATE",NA,-0.105263157894737,"HAAO"
"2350","STABLE",NA,-0.409326424870466,"FOLR2"
"23500","NOISY",0.571492400747943,-0.135714285714286,"DAAM2"
"23509","HIGH_CV_LOW_VIF",0.161598239616946,0,"POFUT1"
"23511","STABLE",NA,-0.769230769230769,"NUP188"
"23517","STABLE",NA,-0.676470588235294,"MTREX"
"23521","STABLE",NA,-0.86046511627907,"RPL13A"
"23527","STABLE",NA,-0.409326424870466,"ACAP2"
"23529","NOISE_AMPLIFICATION",0.979457412204187,0.376744186046512,"CLCF1"
"2353","MODERATE",0.728070578577998,0.0602409638554217,"FOS"
"23530","MODERATE",NA,0.0434782608695652,"NNT"
"23533","MODERATE",0.727216541777886,0.142857142857143,"PIK3R5"
"2354","MODERATE",NA,-0.104,"FOSB"
"23542","MODERATE",NA,-0.127659574468085,"MAPK8IP2"
"23545","MODERATE",0.728070578577998,0.0602409638554217,"ATP6V0A2"
"23547","MODERATE",NA,-0.104,"LILRA4"
"2355","MODERATE",NA,-0.104,"FOSL2"
"23550","STABLE",NA,-0.409326424870466,"PSD4"
"23556","MODERATE",NA,-0.253333333333333,"PIGN"
"2356","MODERATE",0.529980535209317,-0.222222222222222,"FPGS"
"23560","STABLE",NA,-0.873239436619718,"GTPBP4"
"23562","MODERATE",0.846174506810341,0.201612903225806,"CLDN14"
"2357","HIGH_CV_LOW_VIF",0.287511227617061,0.63855421686747,"FPR1"
"2358","HIGH_CV_LOW_VIF",0.287511227617061,0.63855421686747,"FPR2"
"23583","STABLE",NA,-0.606060606060606,"SMUG1"
"23586","MODERATE",NA,-0.324561403508772,"RIGI"
"2359","HIGH_CV_LOW_VIF",0.287511227617061,0.63855421686747,"FPR3"
"23590","STABLE",NA,-0.333333333333333,"PDSS1"
"23594","MODERATE",NA,-0.333333333333333,"ORC6"
"23595","MODERATE",NA,-0.333333333333333,"ORC3"
"23600","MODERATE",NA,0.25,"AMACR"
"23604","MODERATE",NA,-0.129449838187702,"DAPK2"
"23607","STABLE",NA,-0.463768115942029,"CD2AP"
"23621","STABLE",NA,-0.571428571428571,"BACE1"
"23624","STABLE",0.6728100853926,-0.0619469026548672,"CBLC"
"23632","HIGH_CV_LOW_VIF",0.200662518216425,0.4,"CA14"
"23636","STABLE",NA,-0.769230769230769,"NUP62"
"23640","STABLE",NA,-0.726708074534162,"HSPBP1"
"23643","MODERATE",NA,-0.188524590163934,"LY96"
"23644","STABLE",NA,-0.676470588235294,"EDC4"
"23645","STABLE",NA,-0.726708074534162,"PPP1R15A"
"23649","MODERATE",NA,-0.253246753246753,"POLA2"
"23654","MODERATE",NA,-0.0593220338983051,"PLXNB2"
"23658","STABLE",NA,-0.676470588235294,"LSM5"
"23659","MODERATE",NA,-0.194444444444444,"PLA2G15"
"23673","MODERATE",NA,-0.195804195804196,"STX12"
"23705","NOISY",0.846174506810341,0.201612903225806,"CADM1"
"23708","STABLE",NA,-0.657894736842105,"GSPT2"
"23710","STABLE",NA,-0.65,"GABARAPL1"
"23759","STABLE",NA,-0.691729323308271,"PPIL2"
"23761","MODERATE",NA,-0.194444444444444,"PISD"
"23765","NOISE_AMPLIFICATION",0.979457412204187,0.376744186046512,"IL17RA"
"239","MODERATE",0.605870993644305,0.204081632653061,"ALOX12"
"24","NOISY",0.720412874779587,0.119047619047619,"ABCA4"
"240","MODERATE",0.605870993644305,0.204081632653061,"ALOX5"
"24146","MODERATE",0.846174506810341,0.201612903225806,"CLDN15"
"24148","STABLE",NA,-0.921259842519685,"PRPF6"
"245711","MODERATE",NA,-0.282051282051282,"SPDYA"
"245972","MODERATE",0.728070578577998,0.0602409638554217,"ATP6V0D2"
"245973","MODERATE",0.728070578577998,0.0602409638554217,"ATP6V1C2"
"246","HIGH_CV_LOW_VIF",0.605870993644305,0.304347826086957,"ALOX15"
"246175","STABLE",NA,-0.676470588235294,"CNOT6L"
"246184","MODERATE",NA,-0.282051282051282,"CDC26"
"246243","STABLE",NA,-0.333333333333333,"RNASEH1"
"246721","STABLE",NA,-0.253246753246753,"POLR2J2"
"247","MODERATE",0.605870993644305,0.204081632653061,"ALOX15B"
"2475","MODERATE",0.727216541777886,0.0465116279069767,"MTOR"
"248","MODERATE",0.529980535209317,-0.222222222222222,"ALPI"
"249","MODERATE",0.529980535209317,-0.222222222222222,"ALPL"
"2494","HIGH_CV_LOW_VIF",0.160316787977925,0.176470588235294,"NR5A2"
"2495","HIGH_CV_LOW_VIF",0.131132029081413,-0.15,"FTH1"
"25","MODERATE",NA,-0.0593220338983051,"ABL1"
"2512","HIGH_CV_LOW_VIF",0.131132029081413,-0.15,"FTL"
"2517","STABLE",NA,-0.563025210084034,"FUCA1"
"2519","STABLE",NA,-0.625,"FUCA2"
"2523","MODERATE",0.177961463994715,0.173913043478261,"FUT1"
"2524","MODERATE",0.177961463994715,0.173913043478261,"FUT2"
"2525","HIGH_CV_LOW_VIF",0.177961463994715,0.173913043478261,"FUT3"
"2526","HIGH_CV_LOW_VIF",0.177961463994715,0.173913043478261,"FUT4"
"2527","HIGH_CV_LOW_VIF",0.177961463994715,0.173913043478261,"FUT5"
"2528","HIGH_CV_LOW_VIF",0.177961463994715,0.173913043478261,"FUT6"
"2529","HIGH_CV_LOW_VIF",0.177961463994715,0.173913043478261,"FUT7"
"252969","STABLE",NA,-0.606060606060606,"NEIL2"
"2530","MODERATE",NA,-0.253333333333333,"FUT8"
"2531","MODERATE",NA,-0.105263157894737,"KDSR"
"2532","NOISY",0.588123096871382,0.191489361702128,"ACKR1"
"253260","STABLE",NA,-0.469387755102041,"RICTOR"
"2534","MODERATE",0.66451192755264,-0.045045045045045,"FYN"
"253430","MODERATE",NA,-0.232142857142857,"IPMK"
"2535","NOISY",0.65941710198998,0.307692307692308,"FZD2"
"253558","MODERATE",NA,-0.0681818181818182,"LCLAT1"
"2538","MODERATE",0.710774342363743,0.25,"G6PC1"
"2539","MODERATE",NA,-0.239130434782609,"G6PD"
"2542","NOISY",0.710774342363743,0.142857142857143,"SLC37A4"
"254531","MODERATE",NA,-0.0689655172413793,"LPCAT4"
"2547","STABLE",NA,-0.583333333333333,"XRCC6"
"2548","MODERATE",0.175975025111558,0.25,"GAA"
"2549","MODERATE",NA,-0.238095238095238,"GAB1"
"2550","HIGH_CV_LOW_VIF",0.287511227617061,0.63855421686747,"GABBR1"
"255027","STABLE",NA,-0.346153846153846,"MPV17L"
"255967","STABLE",NA,-0.676470588235294,"PAN3"
"2561","HIGH_CV_LOW_VIF",0.287511227617061,0.63855421686747,"GABRB2"
"2562","HIGH_CV_LOW_VIF",0.287511227617061,0.63855421686747,"GABRB3"
"2563","HIGH_CV_LOW_VIF",0.287511227617061,0.63855421686747,"GABRD"
"2564","HIGH_CV_LOW_VIF",0.287511227617061,0.63855421686747,"GABRE"
"256435","HIGH_CV_LOW_VIF",0.13272787778166,-0.133333333333333,"ST6GALNAC3"
"256471","STABLE",NA,-0.563025210084034,"MFSD8"
"2565","HIGH_CV_LOW_VIF",0.287511227617061,0.63855421686747,"GABRG1"
"2568","HIGH_CV_LOW_VIF",0.287511227617061,0.63855421686747,"GABRP"
"2570","HIGH_CV_LOW_VIF",0.287511227617061,0.63855421686747,"GABRR2"
"2571","MODERATE",0.811087258999344,0.216216216216216,"GAD1"
"257194","NOISY",0.846174506810341,0.201612903225806,"NEGR1"
"257397","MODERATE",NA,-0.25,"TAB3"
"25759","STABLE",0.703349554802048,-0.0169491525423729,"SHC2"
"25766","STABLE",NA,-0.921259842519685,"PRPF40B"
"25780","MODERATE",NA,-0.127659574468085,"RASGRP3"
"25788","MODERATE",NA,-0.285714285714286,"RAD54B"
"25791","MODERATE",NA,-0.0593220338983051,"NGEF"
"25796","MODERATE",NA,-0.253333333333333,"PGLS"
"258010","STABLE",NA,-0.726708074534162,"SVIP"
"25804","STABLE",NA,-0.676470588235294,"LSM4"
"2581","MODERATE",NA,-0.105263157894737,"GALC"
"2582","MODERATE",NA,-0.25,"GALE"
"25824","STABLE",NA,-0.346153846153846,"PRDX5"
"25825","STABLE",NA,-0.571428571428571,"BACE2"
"2583","HIGH_CV_LOW_VIF",0.13272787778166,-0.133333333333333,"B4GALNT1"
"25834","MODERATE",NA,-0.253333333333333,"MGAT4C"
"2584","MODERATE",NA,-0.25,"GALK1"
"25847","MODERATE",NA,-0.282051282051282,"ANAPC13"
"2585","MODERATE",NA,-0.25,"GALK2"
"25873","STABLE",NA,-0.86046511627907,"RPL36"
"2588","STABLE",NA,-0.253333333333333,"GALNS"
"25885","MODERATE",NA,-0.253246753246753,"POLR1A"
"2589","HIGH_CV_LOW_VIF",0.176951418826532,0.16,"GALNT1"
"25898","MODERATE",NA,-0.212121212121212,"RCHY1"
"2590","HIGH_CV_LOW_VIF",0.176951418826532,0.16,"GALNT2"
"25902","MODERATE",NA,-0.166666666666667,"MTHFD1L"
"25904","STABLE",NA,-0.676470588235294,"CNOT10"
"2591","HIGH_CV_LOW_VIF",0.176951418826532,0.16,"GALNT3"
"259197","NOISY",0.66451192755264,-0.045045045045045,"NCR3"
"2592","MODERATE",NA,-0.25,"GALT"
"259230","MODERATE",NA,-0.105263157894737,"SGMS1"
"25929","STABLE",NA,-0.769230769230769,"GEMIN5"
"259295","NOISE_AMPLIFICATION",0.974804767764199,0.416666666666667,"TAS2R20"
"2593","MODERATE",NA,0,"GAMT"
"259307","MODERATE",0.600379839921408,0.0588235294117647,"IL4I1"
"25942","STABLE",NA,-0.668639053254438,"SIN3A"
"25945","NOISY",0.846174506810341,0.201612903225806,"NECTIN3"
"25949","STABLE",NA,-0.921259842519685,"SYF2"
"2595","MODERATE",0.175975025111558,0.25,"GANC"
"25956","STABLE",NA,-0.726708074534162,"SEC31B"
"2597","HIGH_CV_LOW_VIF",0.121326075242719,-0.183333333333333,"GAPDH"
"25970","MODERATE",NA,-0.365853658536585,"SH2B1"
"25973","STABLE",NA,-0.902439024390244,"PARS2"
"25974","MODERATE",NA,0.05,"MMACHC"
"25978","STABLE",NA,-0.409326424870466,"CHMP2B"
"25981","STABLE",NA,-0.668639053254438,"DNAH1"
"25989","STABLE",NA,-0.469387755102041,"ULK3"
"25996","STABLE",NA,-0.873239436619718,"REXO2"
"26","MODERATE",0.537107915948592,0,"AOC1"
"26007","MODERATE",NA,-0.0681818181818182,"TKFC"
"26019","STABLE",NA,-0.657894736842105,"UPF2"
"26035","MODERATE",0.705283651914812,-0.0869565217391304,"GLCE"
"260425","MODERATE",NA,-0.21551724137931,"MAGI3"
"26047","NOISY",0.846174506810341,0.201612903225806,"CNTNAP2"
"26052","STABLE",NA,-0.224719101123596,"DNM3"
"26056","STABLE",NA,-0.409326424870466,"RAB11FIP5"
"26060","MODERATE",NA,-0.129449838187702,"APPL1"
"26061","STABLE",NA,-0.346153846153846,"HACL1"
"26063","STABLE",NA,-0.346153846153846,"DECR2"
"26084","STABLE",NA,-0.463768115942029,"ARHGEF26"
"26088","STABLE",NA,-0.563025210084034,"GGA1"
"26091","STABLE",NA,-0.691729323308271,"HERC4"
"26119","STABLE",NA,-0.409326424870466,"LDLRAP1"
"26121","STABLE",NA,-0.921259842519685,"PRPF31"
"2617","STABLE",NA,-0.902439024390244,"GARS1"
"2618","MODERATE",NA,-0.166666666666667,"GART"
"2619","HIGH_CV_LOW_VIF",0.234983998645485,0.288461538461538,"GAS1"
"262","MODERATE",NA,0,"AMD1"
"26212","HIGH_CV_LOW_VIF",0.324022510315189,0.354838709677419,"OR2B6"
"26224","STABLE",NA,-0.380952380952381,"FBXL3"
"26227","MODERATE",NA,-0.03125,"PHGDH"
"26229","MODERATE",0.705283651914812,-0.0869565217391304,"B3GAT3"
"26230","MODERATE",0.703349554802048,-0.0169491525423729,"TIAM2"
"26232","STABLE",NA,-0.691729323308271,"FBXO2"
"26259","STABLE",NA,-0.691729323308271,"FBXW8"
"26270","STABLE",NA,-0.726708074534162,"FBXO6"
"26271","MODERATE",NA,-0.326732673267327,"FBXO5"
"26272","STABLE",NA,-0.691729323308271,"FBXO4"
"26275","MODERATE",NA,-0.238095238095238,"HIBCH"
"26279","MODERATE",0.612253961049233,0.304347826086957,"PLA2G2D"
"2628","MODERATE",NA,0,"GATM"
"26286","STABLE",NA,-0.409326424870466,"ARFGAP3"
"26289","MODERATE",NA,-0.253246753246753,"AK5"
"2629","MODERATE",NA,-0.105263157894737,"GBA1"
"26291","MODERATE",0.561297243210468,-0.0491803278688524,"FGF21"
"26301","MODERATE",NA,-0.166666666666667,"GBGT1"
"2632","HIGH_CV_LOW_VIF",0.175975025111558,0.25,"GBE1"
